Symbol,Uniprot,PDB-ID
PTEN,P60484,"1D5R,2KYL,4O1V,5BUG,5BZX,5BZZ,7JTX,7JUK,7JUL,7JVX,7PC7,8X3S"
MYH2,Q9UKX2,
ACE2,Q9BYF1,"1R42,1R4L,2AJF,3D0G,3D0H,3D0I,3KBH,3SCI,3SCJ,3SCK,3SCL,6ACG,6ACJ,6ACK,6CS2,6LZG,6M0J,6M17,6M18,6M1D,6VW1,7A91,7A92,7A94,7A95,7A96,7A97,7A98,7BH9,7CT5,7DDO,7DDP,7DF4,7DMU,7DQA,7DRV,7DWX,7DX4,7DX5,7DX6,7DX7,7DX8,7DX9,7E7E,7EDJ,7EFP,7EFR,7EKC,7EKE,7EKF,7EKG,7EKH,7FDG,7FDH,7FDI,7FEM,7JVO,7KJ2,7KJ3,7KJ4,7KMB,7KMS,7KMZ,7KNB,7KNE,7KNH,7KNI,7L0N,7L7F,7LO4,7MJM,7MJN,7NXC,7P19,7P55,7P8I,7P8J,7PKI,7R0Z,7R10,7R11,7R12,7R1A,7RPV,7SN0,7SXX,7SXY,7SXZ,7SY0,7SY1,7SY2,7SY3,7SY4,7SY5,7SY6,7SY7,7SY8,7T9K,7T9L,7TEW,7TEX,7TEZ,7TF0,7TN0,7U0N,7UFK,7UFL,7V61,7V7Z,7V80,7V81,7V82,7V83,7V84,7V85,7V86,7V87,7V88,7V89,7V8A,7V8B,7VIB,7VX4,7VX5,7VX9,7VXA,7VXB,7VXC,7VXD,7VXF,7VXK,7VXM,7W98,7W99,7W9B,7W9C,7W9I,7WBL,7WBP,7WBQ,7WGB,7WGC,7WHH,7WK4,7WK5,7WK6,7WNM,7WPA,7WPB,7WPC,7WS8,7WS9,7WSA,7WVP,7WVQ,7XAZ,7XB0,7XB1,7XBF,7XBG,7XBH,7XCH,7XCI,7XCP,7XID,7XO7,7XO8,7XO9,7XWA,7Y1Y,7Y1Z,7Y20,7Y21,7Y75,7Y76,7Y9Z,7YA0,7YA1,7YDI,7YEG,7YHW,7YJ3,7YR2,7YR3,7YR4,7ZDQ,7ZF7,8AQS,8ASY,8B9P,8BFW,8BN1,8BYJ,8DF5,8DLJ,8DLK,8DLM,8DLN,8DLP,8DLQ,8DLU,8DLV,8DM5,8DM6,8DV1,8DV2,8E7M,8FXB,8FXC,8H06,8H5C,8HRK,8HRL,8HRN,8HRU,8I91,8I92,8I93,8I9B,8I9C,8I9D,8I9E,8I9F,8I9G,8I9H,8IF2,8IOU,8IOV,8JJE,8JWH,8JYN,8JYO,8JYP,8P2W,8P2X,8P2Y,8P2Z,8P30,8P31,8QSQ,8S9G,8SPH,8SPI,8TOQ,8TOR,8TOS,8TOT,8TOU,8UZE,8VKO,8VKP,8VQR,8WBY,8WBZ,8WDR,8WDS,8WDY,8WDZ,8WE0,8WE1,8WE4,8WGV,8WGW,8WHS,8WHU,8WHZ,8WLZ,8WM3,8WP8,8WRH,8WRL,8WRM,8WRO,8WSR,8WTD,8WTJ,8XLM,8XLN,8XN2,8XN3,8XN5,8XNF,8XNK,8XSF,8XSJ,8XUY,8XUZ,8XV0,8XV1,8XVM,8XXW,8Y16,8Y18,8Y6A,8ZBQ,9FMM,9IU1"
FGF23,Q9GZV9,"2P39,5W21,6S22,7YSH,7YSU,7YSW"
AR,P10275,"1E3G,1GS4,1T5Z,1T63,1T65,1XJ7,1XOW,1XQ3,1Z95,2AM9,2AMA,2AMB,2AO6,2AX6,2AX7,2AX8,2AX9,2AXA,2HVC,2OZ7,2PIO,2PIP,2PIQ,2PIR,2PIT,2PIU,2PIV,2PIW,2PIX,2PKL,2PNU,2Q7I,2Q7J,2Q7K,2Q7L,2YHD,2YLO,2YLP,2YLQ,2Z4J,3B5R,3B65,3B66,3B67,3B68,3BTR,3L3X,3L3Z,3RLJ,3RLL,3V49,3V4A,3ZQT,4HLW,4K7A,4OEA,4OED,4OEY,4OEZ,4OFR,4OFU,4OGH,4OH5,4OH6,4OHA,4OIL,4OIU,4OJ9,4OJB,4OK1,4OKB,4OKT,4OKW,4OKX,4OLM,4QL8,5CJ6,5JJM,5T8E,5T8J,5V8Q,5VO4,7ZTX,7ZTZ,7ZU1,7ZU2,8E1A,8FGY,8FGZ,8FH0,8FH1,8FH2,8RM6,8RM7"
SLC7A11,Q9UPY5,"7CCS,7EPZ,7P9U,7P9V"
NPY,P01303,"1QFA,1RON,7RTA,7VGX,7X9A,7X9B,7YOO,8K6M,8K6N,8K6O"
GDF5,P43026,"1WAQ,2BHK,3EVS,3QB4,5HK5,6Z3G,6Z3H,6Z3J,6Z3L,6Z3M,7ZJF,8BWL,8BWM,8BWN,8E3G"
CEBPA,P49715,"6DC0,8K8C"
BMP4,P12644,
PRKCD,Q05655,"1YRK,2YUU"
EGF,P01133,"1IVO,1JL9,1NQL,1P9J,2KV4,3NJP,7OM4,7SYD,7SYE,7SZ0,7SZ1,8HGO,8HGS"
LEP,P41159,"1AX8,7Z3Q,8AVE,8AVF,8AVO,8K6Z,8X80,8X81,8X85"
RHOA,P61586,"1A2B,1CC0,1CXZ,1DPF,1FTN,1KMQ,1LB1,1OW3,1S1C,1TX4,1X86,1XCG,2RGN,3KZ1,3LW8,3LWN,3LXR,3MSX,3T06,4D0N,4XH9,4XOI,4XSG,4XSH,5A0F,5BWM,5C2K,5C4M,5EZ6,5FR1,5FR2,5HPY,5IRC,5JCP,5JHG,5JHH,5M6X,5M70,5ZHX,6BC0,6BCA,6BCB,6KX2,6KX3,6R3V,6V6M,6V6U,6V6V,7G80,7G81,7G82,7G83,7G84,7G85,7G86,7G87,7G88,7G89,7G8A,7G8B,7G8C,7G8D,7G8E,7G8F,7G8G,7G8H,7G8I,7G8J,7G8K,7G8L,7G8M,7G8N,7G8O,7G8P,7G8Q,7G8R,7G8S,7G8T,7G8U,7G8V,7G8W,7G8X,7G8Y,7G8Z,7G90,7G91,7G92,7G93,7G94,7G95,7G96,7G97,7G98,7G99,7G9A,7G9B,7G9C,7G9D,7G9E,7G9F,7G9G,7G9H,7G9I,7G9J,7QSC,7QTM,7WZA,7WZC,8BNT,8FC7,8FC9,8FCB,8FPW,8FPX,8GI3,8GI6,8JVJ,8T1C"
RPTOR,Q8N122,"5H64,6BCU,6BCX,6SB0,6SB2,6U62,7OWG,7PEA,7PEB,7PEC,7UX2,7UXC,7UXH,8ERA,8RCH,8RCK,8RCN,9F42,9F43,9F44,9F45"
CDKN2A,"['P42771', 'Q8N726']",
PTPN6,P29350,"1FPR,1GWZ,1X6C,2B3O,2RMX,2YU7,3PS5,4GRY,4GRZ,4GS0,4HJP,4HJQ,6SM5,8YHI"
SST,P61278,"2MI1,7T10,7WIC,7WJ5,7XAT,7XMR,7XMS,7Y27"
MUC1,P15941,"1SM3,2ACM,2FO4,5T6P,5T78,6FZQ,6FZR,6KX1,6TGG,7Q4I,7V4W,7V64,7V7K,7V8Q,7VAC,7VAZ,8AXH,8P6I"
PLEK,P08567,"1PLS,1W4M,1X05,1XX0,1ZM0,2CSO,2I5C,2I5F"
ADIPOR1,Q96A54,"5LXG,6KRZ,6KS0"
PARP1,P09874,"1UK0,1UK1,1WOK,2COK,2CR9,2CS2,2DMJ,2JVN,2L30,2L31,2N8A,2RCW,2RD6,2RIQ,3GJW,3GN7,3L3L,3L3M,3OD8,3ODA,3ODC,3ODE,4AV1,4DQY,4GV7,4HHY,4HHZ,4L6S,4OPX,4OQA,4OQB,4PJT,4R5W,4R6E,4RV6,4UND,4UXB,4XHU,4ZZZ,5A00,5DS3,5HA9,5KPN,5KPO,5KPP,5KPQ,5WRQ,5WRY,5WRZ,5WS0,5WS1,5WTC,5XSR,5XST,5XSU,6BHV,6GHK,6M3I,6NRF,6NRG,6NRH,6NRI,6NRJ,6NTU,6VKK,6VKO,6VKQ,6XVW,7AAA,7AAB,7AAC,7AAD,7CMW,7KK2,7KK3,7KK4,7KK5,7KK6,7ONR,7ONS,7ONT,7S68,7S6H,7S6M,7S81,7SCY,7SCZ,8FYY,8FYZ,8FZ1,8G0H,8HE7,8HLR,8JNZ,8U4W,9ETQ,9ETR"
RPS6KB1,P23443,"3A60,3A61,3A62,3WE4,3WF5,3WF6,3WF7,3WF8,3WF9,4L3J,4L3L,4L42,4L43,4L44,4L45,4L46,4RLO,4RLP,5WBH,5WBK,7N91,7N93"
ANGPT2,O15123,"1Z3S,1Z3U,2GY7,4JZC,4ZFG,8VGP"
ID1,P41134,
ADRB1,P08588,"2LSQ,7BTS,7BU6,7BU7,7BVQ"
PPARGC1A,Q9UBK2,"1XB7,3B1M,3CS8,3D24,3U9Q,3V9T,3V9V,4QJR,4QK4,5Q0I,5TWO,5UNJ,5Z5S,5Z6S,6AD9,6FZF,6FZP,6IZM,6IZN,6K0T,6KXX,6KXY,6LN4,6MS7,6NWK,6NWL,6T1V,6W9K,6W9L,7E2E,7KHT,7PRV,7PRW,7PRX,8BF1,8DK4,9F7W,9F7X"
TNNI3,P19429,"1J1D,1J1E,1LXF,1MXL,1OZS,2KGB,2KRD,2L1R,2MZP,2N7L,4Y99,5VLN,5W88,5WCL,6KN7,6KN8,6MV3,7JGI,7SC2,7SC3,7SUP,7SVC,7SWG,7SWI,7SXC,7SXD,7UH9,7UHA,7UTI,7UTL,8DZV,8FMM,8FMN,8FMO,8FMP,8FMQ,8FMR,8FMS,8FMT"
FGFR2,P21802,"1DJS,1E0O,1EV2,1GJO,1II4,1IIL,1NUN,1OEC,1WVZ,2FDB,2PSQ,2PVF,2PVY,2PWL,2PY3,2PZ5,2PZP,2PZR,2Q0B,3B2T,3CAF,3CLY,3CU1,3DAR,3EUU,3OJ2,3OJM,3RI1,4J23,4J95,4J96,4J97,4J98,4J99,4WV1,5EG3,5UGL,5UGX,5UHN,5UI0,6AGX,6LVK,6LVL,6V6Q,7KIA,7KIE,7OZY,8E1X,8H75,8STG,8SWE,8U1F"
FGF6,P10767,
ADIPOQ,Q15848,"4DOU,6U66,6U6N"
CCK,P06307,"7EZH,7EZK,7EZM,7MBX,7MBY,7XOU,8IA7,9BKJ,9BKK"
STAT3,P40763,"5AX3,5U5S,6NJS,6NUQ,6QHD,6TLC"
ESR2,Q92731,"1L2J,1NDE,1QKM,1U3Q,1U3R,1U3S,1U9E,1X76,1X78,1X7B,1X7J,1YY4,1YYE,1ZAF,2FSZ,2GIU,2I0G,2JJ3,2NV7,2QTU,2YJD,2YLY,2Z4B,3OLL,3OLS,3OMO,3OMP,3OMQ,4J24,4J26,4ZI1,5TOA,7XVY,7XVZ,7XWP,7XWQ,7XWR"
MYOG,P15173,
ACVR2B,Q13705,"2H62,2QLU,4FAO,5NGV,5NHR,7MRZ,7OLY"
MDM2,Q00987,"1RV1,1T4E,1T4F,1YCR,1Z1M,2AXI,2C6A,2C6B,2F1Y,2FOP,2GV2,2HDP,2LZG,2M86,2MPS,2RUH,2VJE,2VJF,3EQS,3G03,3IUX,3IWY,3JZK,3JZR,3JZS,3LBK,3LBL,3LNJ,3LNZ,3MQS,3TJ2,3TPX,3TU1,3V3B,3VBG,3VZV,3W69,4DIJ,4ERE,4ERF,4HBM,4HFZ,4HG7,4JV7,4JV9,4JVE,4JVR,4JWR,4MDN,4MDQ,4OAS,4OBA,4OCC,4ODE,4ODF,4OGN,4OGT,4OGV,4OQ3,4QO4,4QOC,4UD7,4UE1,4UMN,4WT2,4XXB,4ZFI,4ZGK,4ZYC,4ZYF,4ZYI,5AFG,5C5A,5HMH,5HMI,5HMK,5J7F,5J7G,5LAV,5LAW,5LAY,5LAZ,5LN2,5MNJ,5OAI,5OC8,5SWK,5TRF,5UMM,5VK0,5WTS,5XXK,5Z02,5ZXF,6AAW,6GGN,6H22,6HFA,6I29,6I3S,6IM9,6KZU,6Q96,6Q9H,6Q9L,6Q9O,6SQO,6T2D,6T2E,6T2F,6Y4Q,6YR6,7AD0,7AI0,7AI1,7AYE,7BIR,7BIT,7BIV,7BJ0,7BJ6,7BMG,7KJM,7NA1,7NA2,7NA3,7NA4,7NUS,7QDQ,8AEU,8BGU,8EI9,8EIA,8EIB,8EIC,8F0Z,8F10,8F12,8F13,8GCG,8J81,8P0D,8PWC"
SHH,Q15465,"3HO5,3M1N,3MXW,6DMY,6E1H,6N7G,6N7H,6N7K,6OEV,6PJV,6RMG,6RVD,7E2I,7MHZ,7RHQ,7URF"
NTS,P30990,"2LNE,2LNF,2LNG,2LYW,2OYV,2OYW,3F6K,4PO7,5LUZ,6UP7"
CASP3,P42574,"1CP3,1GFW,1I3O,1NME,1NMQ,1NMS,1PAU,1QX3,1RE1,1RHJ,1RHK,1RHM,1RHQ,1RHR,1RHU,2C1E,2C2K,2C2M,2C2O,2CDR,2CJX,2CJY,2CNK,2CNL,2CNN,2CNO,2DKO,2H5I,2H5J,2H65,2J30,2J31,2J32,2J33,2XYG,2XYH,2XYP,2XZD,2XZT,2Y0B,3DEH,3DEI,3DEJ,3DEK,3EDQ,3GJQ,3GJR,3GJS,3GJT,3H0E,3ITN,3KJF,3PCX,3PD0,3PD1,4DCJ,4DCO,4DCP,4EHA,4EHD,4EHF,4EHH,4EHK,4EHL,4EHN,4JJE,4JQY,4JQZ,4JR0,4PRY,4PS0,4QTX,4QTY,4QU0,4QU5,4QU8,4QU9,4QUA,4QUB,4QUD,4QUE,4QUG,4QUH,4QUI,4QUJ,4QUL,5I9B,5I9T,5IAB,5IAE,5IAG,5IAJ,5IAK,5IAN,5IAR,5IAS,5IBC,5IBP,5IBR,5IC4,7XN4,7XN5,7XN6"
BDNF,P23560,"1B8M,1BND"
CBLB,Q13191,"2AK5,2BZ8,2DO6,2J6F,2JNH,2LDR,2OOA,2OOB,3PFV,3VGO,3ZNI,8GCY,8QNG,8QNH,8QNI,8QTG,8QTH,8QTJ,8QTK,8VW4,8VW5,9FQH,9FQI,9FQJ"
PECAM1,P16284,"2KY5,5C14,5GNI"
MSTN,O14793,"5F3B,5F3H,5NTU,5NXS,6UMX"
RYR2,Q92736,"4JKQ,6Y4O,6Y4P,7KL5,7U9Q,7U9R,7U9T,7U9X,7U9Z,7UA1,7UA3,7UA4,7UA5,7UA9,8UQ2,8UQ3,8UQ4,8UQ5,8UXC,8UXE,8UXF,8UXG,8UXH,8UXI,8UXL,8UXM"
TNS2,Q63HR2,"2DKQ,2KNO,2L6K,2LOZ,3HQC"
GDNF,P39905,"2V5E,3FUB,4UX8,6Q2N"
MYH6,P13533,
PPARG,P37231,"1FM6,1FM9,1I7I,1K74,1KNU,1NYX,1PRG,1RDT,1WM0,1ZEO,1ZGY,2ATH,2F4B,2FVJ,2G0G,2G0H,2GTK,2HFP,2HWQ,2HWR,2I4J,2I4P,2I4Z,2OM9,2P4Y,2POB,2PRG,2Q59,2Q5P,2Q5S,2Q61,2Q6R,2Q6S,2Q8S,2QMV,2VSR,2VST,2VV0,2VV1,2VV2,2VV3,2VV4,2XKW,2YFE,2ZK0,2ZK1,2ZK2,2ZK3,2ZK4,2ZK5,2ZK6,2ZNO,2ZVT,3ADS,3ADT,3ADU,3ADV,3ADW,3ADX,3AN3,3AN4,3B0Q,3B0R,3B1M,3B3K,3BC5,3CDP,3CDS,3CS8,3CWD,3D6D,3DZU,3DZY,3E00,3ET0,3ET3,3FEJ,3FUR,3G9E,3GBK,3H0A,3HO0,3HOD,3IA6,3K8S,3KMG,3LMP,3NOA,3OSI,3OSW,3PBA,3PO9,3PRG,3QT0,3R5N,3R8A,3R8I,3S9S,3SZ1,3T03,3TY0,3U9Q,3V9T,3V9V,3V9Y,3VJH,3VJI,3VN2,3VSO,3VSP,3WJ4,3WJ5,3WMH,3X1H,3X1I,4A4V,4A4W,4CI5,4E4K,4E4Q,4EM9,4EMA,4F9M,4FGY,4HEE,4JAZ,4JL4,4L96,4L98,4O8F,4OJ4,4PRG,4PVU,4PWL,4R06,4R2U,4R6S,4XLD,4XTA,4XUH,4XUM,4Y29,4YT1,5AZV,5DSH,5DV3,5DV6,5DV8,5DVC,5DWL,5F9B,5GTN,5GTO,5GTP,5HZC,5JI0,5LSG,5TTO,5TWO,5U5L,5UGM,5WQX,5WR0,5WR1,5Y2O,5Y2T,5YCN,5YCP,5Z5S,5Z6S,6AD9,6AN1,6AUG,6AVI,6C1I,6C5Q,6C5T,6D3E,6D8X,6D94,6DBH,6DCU,6DGL,6DGO,6DGP,6DGQ,6DGR,6DH9,6DHA,6E5A,6ENQ,6F2L,6FZF,6FZG,6FZJ,6FZP,6FZY,6ICJ,6IJR,6IJS,6ILQ,6IZM,6IZN,6JEY,6JF0,6JQ7,6K0T,6KTM,6KTN,6L89,6L8B,6MCZ,6MD0,6MD1,6MD2,6MD4,6MS7,6O67,6O68,6ONI,6ONJ,6PDZ,6QJ5,6T1S,6T1V,6T6B,6T9C,6TDC,6TSG,6VZL,6VZM,6VZN,6VZO,6Y3U,6ZLY,7A7H,7AHJ,7AWC,7AWD,7CXE,7CXF,7CXG,7CXH,7CXI,7CXJ,7CXK,7CXL,7E0A,7E2O,7EFQ,7JQG,7LOT,7P4E,7QB1,7RLE,7SQA,7SQB,7WGO,7WGP,7WGQ,7WOX,8ADF,8AQM,8AQN,8ATY,8ATZ,8B8W,8B8X,8B8Y,8B8Z,8B90,8B91,8B92,8B93,8B94,8B95,8BF1,8BF2,8BFF,8C0C,8CPH,8CPI,8CPJ,8DK4,8DKN,8DKV,8DSY,8DSZ,8FHE,8FHF,8FHG,8FKC,8FKD,8FKE,8FKF,8FKG,8HHP,8HHQ,8HUM,8HUP,8PBO,8REJ,8SC9,8U57,8WFE,8ZFN,8ZFO,8ZFP,8ZFQ,8ZFR,8ZFS,8ZFT,9CK0,9CWN,9F7W,9F7X"
LUM,P51884,
SOS1,Q07889,"1AWE,1BKD,1DBH,1NVU,1NVV,1NVW,1NVX,1Q9C,1XD2,1XD4,1XDV,2II0,3KSY,4NYI,4NYJ,4NYM,4URU,4URV,4URW,4URX,4URY,4URZ,4US0,4US1,4US2,5OVD,5OVE,5OVF,5OVG,5OVH,5OVI,5WFO,5WFP,5WFQ,5WFR,6BVI,6BVJ,6BVK,6BVL,6BVM,6CUO,6CUP,6CUR,6D55,6D56,6D59,6D5E,6D5G,6D5H,6D5J,6D5L,6D5M,6D5V,6D5W,6EPL,6EPM,6EPN,6EPO,6EPP,6F08,6SCM,6SFR,6V94,6V9F,6V9J,6V9L,6V9M,6V9N,6V9O,6Y44,7AVI,7AVL,7AVS,7AVT,7AVU,7AVV,7KFZ,7UKR,7UKS,8BE2,8BE4,8BE5,8BE6,8BE7,8BE8,8BE9,8BEA,8XJJ"
FGF21,Q9NSA1,"5VAQ,6M6E,6M6F"
P2RY12,Q9H244,"4NTJ,4PXZ,4PY0,7PP1,7XXI"
PAEP,P09466,4R0B
NEDD4,P46934,"2KPZ,2KQ0,2M3O,2XBB,2XBF,3B7Y,4BBN,4BE8,4N7F,4N7H,5AHT,5C7J,5C91"
IKBKB,O14920,"3BRT,3BRV,4E3C,4KIK,8OMV"
OXT,P01178,"7OFG,7OTD,7QVM,7RYC"
INHBE,P58166,
RPS27A,P62979,"2KHW,2KOX,2KTF,2KWU,2KWV,2L0F,2L0T,2XK5,3AXC,3I3T,3K9P,3N30,3N32,3NHE,3NOB,3NS8,3PHD,3PHW,3TBL,3VDZ,4R62,4UG0,4V6X,5A2Q,5AJ0,5FLX,5LKS,5T2C,5WVO,5YDK,6DC6,6FEC,6G18,6G51,6G53,6G5H,6G5I,6IP5,6IP6,6IP8,6J99,6KFP,6KG6,6KIU,6KIV,6KIW,6OLE,6OLF,6OLG,6OLI,6OLZ,6OM0,6OM7,6QZP,6SQO,6SQR,6SQS,6XA1,6Y0G,6Y57,6YBS,6Z6L,6Z6M,6Z6N,6ZLW,6ZM7,6ZME,6ZMI,6ZMO,6ZMT,6ZMW,6ZN5,6ZOJ,6ZOL,6ZON,6ZP4,6ZUO,6ZV6,6ZVH,6ZVJ,6ZXD,6ZXE,6ZXF,6ZXG,6ZXH,7A09,7BWD,7F0N,7JQB,7JQC,7K5I,7MQ9,7MQA,7OOJ,7QP6,7QP7,7R4X,7TQL,7WTT,7WTU,7WTV,7WTW,7WTX,7WTZ,7WU0,7XNY,8G5Y,8G60,8G61,8G6J,8GLP,8HTC,8HTF,8IFD,8IFE,8IVB,8K2C,8OZ0,8PJ1,8PJ2,8PJ3,8PJ4,8PJ5,8PJ6,8PPK,8PPL,8QOI,8T4S,8UKB,8X7I,8X7J,8XP2,8XP3,8XSX,8XSY,8XSZ,8XXL,8XXM,8XXN,8YOO,8YOP,9BKD,9BLN,9C3H,9G8M,9G8O,9IPU"
JUN,P05412,"1A02,1FOS,1JNM,1JUN,1S9K,1T2K,5FV8,5T01,6Y3V,8SOS"
MYH7,P12883,"2FXM,2FXO,3DTP,4DB1,4P7H,4PA0,4XA1,4XA3,4XA4,4XA6,5CHX,5CJ0,5CJ1,5CJ4,5TBY,5WJ7,5WJB,5WLQ,5WLZ,5WME,6PF2,6PFP,8ACT,8EFD,8EFE,8EFH,8EFI,8ENC,8G4L"
VEGFA,P15692,"1BJ1,1CZ8,1FLT,1KAT,1KMX,1MJV,1MKG,1MKK,1QTY,1TZH,1TZI,1VGH,1VPF,1VPP,2FJG,2FJH,2QR0,2VGH,2VPF,3BDY,3P9W,3QTK,3S1B,3S1K,3V2A,4DEQ,4GLN,4GLS,4KZN,4QAF,4WPB,4ZFF,5DN2,5FV1,5FV2,5HHC,5HHD,5O4E,5T89,6BFT,6D3O,6T9D,6V7K,6Z13,6Z3F,6ZBR,6ZCD,6ZFL,7KEZ,7KF0,7KF1,7LL8,7LL9,8UWZ,9JU1,9KKU"
PXN,P49023,"1OW6,1OW7,1OW8,2K2R,2O9V,2VZD,2VZG,2VZI,3GM1,3PY7,3RQE,3RQF,3RQG,3U3F,4EDN,4R32,4XGZ,4XH2,5UWH,6IUI,6PW8,6U4M,6U4N,7QB0"
MMP2,P08253,"1CK7,1CXW,1EAK,1GEN,1GXD,1HOV,1J7M,1KS0,1QIB,1RTG,3AYU,7XGJ,7XJO,8H78"
TGFB2,P61812,"1TFG,2TGI,4KXZ,5TX4,5TY4,6I9J,6XM2,7RCO,8DC0,8FXS,8FXV"
IFNG,P01579,"1EKU,1FG9,1FYH,1HIG,3BES,6E3K,6E3L"
MGAM,O43451,"2QLY,2QMJ,3CTT,3L4T,3L4U,3L4V,3L4W,3L4X,3L4Y,3L4Z,3TON,3TOP"
TPM3,P06753,6OTN
CAV3,P56539,
IGFBP3,P17936,7WRQ
MEF2C,Q06413,
FN1,P02751,"1E88,1E8B,1FBR,1FNA,1FNF,1FNH,1J8K,1O9A,1OWW,1Q38,1QGB,1QO6,1TTF,1TTG,2CG6,2CG7,2CK2,2CKU,2EC3,2FN2,2FNB,2GEE,2H41,2H45,2HA1,2MNU,2N1K,2OCF,2RKY,2RKZ,2RL0,3CAL,3EJH,3GXE,3M7P,3MQL,3R8Q,3T1W,3ZRZ,4GH7,4JE4,4JEG,4LXO,4MMX,4MMY,4MMZ,4PZ5,5DC0,5DC4,5DC9,5DFT,5J6Z,5J7C,5M0A,5N47,5N48,6HNF,6MFA,6MSV,6NAJ,6XAX,6XAY,7NWL,8PEQ"
ADAM17,P78536,"1BKC,1ZXC,2A8H,2DDF,2FV5,2FV9,2I47,2M2F,2OI0,3B92,3CKI,3E8R,3EDZ,3EWJ,3G42,3KMC,3KME,3L0T,3L0V,3LE9,3LEA,3LGP,3O64,8CQY,8SNL,8SNN,8SNO,9E6K"
PDGFB,P01127,"1PDG,3MJG,4HQU,4HQX,4QCI,6T9E"
BRAF,P15056,"1UWH,1UWJ,2FB8,2L05,3C4C,3D4Q,3IDP,3II5,3NY5,3OG7,3PPJ,3PPK,3PRF,3PRI,3PSB,3PSD,3Q4C,3Q96,3SKC,3TV4,3TV6,4CQE,4DBN,4E26,4E4X,4EHE,4EHG,4FC0,4FK3,4G9C,4G9R,4H58,4JVG,4KSP,4KSQ,4MBJ,4MNE,4MNF,4PP7,4R5Y,4RZV,4RZW,4WO5,4XV1,4XV2,4XV3,4XV9,4YHT,5C9C,5CSW,5CSX,5CT7,5FD2,5HI2,5HID,5HIE,5ITA,5J17,5J18,5J2R,5JRQ,5JSM,5JT2,5VAL,5VAM,5VR3,5VYK,6B8U,6CAD,6N0P,6N0Q,6NSQ,6NYB,6P3D,6P7G,6PP9,6Q0J,6Q0K,6Q0T,6U2G,6U2H,6UAN,6UUO,6V2U,6V2W,6V34,6XAG,6XFP,6XLO,7K0V,7M0T,7M0U,7M0V,7M0W,7M0X,7M0Y,7M0Z,7MFD,7MFE,7MFF,7P3V,7SHV,7ZR0,7ZR5,7ZR6,8C7X,8C7Y,8DGS,8DGT,8F7O,8F7P,8QQG,9AXX,9AXY,9BFB"
ANKRD2,Q9GZV1,
TERT,O14746,"2BCK,4B18,4MNQ,5MEN,5MEO,5MEP,5MEQ,5MER,5UGW,7BG9,7QXA,7QXB,7QXS,7TRD,7TRE,7TRF,7V99"
COL4A1,P02462,"1LI1,5NAX,5NAY,6MPX"
KDR,P35968,"1VR2,1Y6A,1Y6B,1YWN,2M59,2MET,2MEU,2OH4,2P2H,2P2I,2QU5,2QU6,2RL5,2X1W,2X1X,2XIR,3B8Q,3B8R,3BE2,3C7Q,3CJF,3CJG,3CP9,3CPB,3CPC,3DTW,3EFL,3EWH,3KVQ,3S35,3S36,3S37,3U6J,3V2A,3V6B,3VHE,3VHK,3VID,3VNT,3VO3,3WZD,3WZE,4AG8,4AGC,4AGD,4ASD,4ASE,5EW3,5OYJ,6GQO,6GQP,6GQQ,6XVJ,6XVK"
ITGB1,P05556,"3G9W,3T9K,3VI3,3VI4,4DX9,4WJK,4WK0,4WK2,4WK4,7CEB,7CEC,7NWL,7NXD,8RPQ,9CKV"
POU5F1,Q01860,"6T90,6YOV,7U0G,7U0I,8G87,8G88,8G8B,8G8E,8G8G,8OTS,8SPS,8SPU"
VEGFC,P49767,"2X1W,2X1X,4BSK,6TJT"
PYY,P10082,"2DEZ,2DF0,2L60,2NA5,7RT9,7YON"
GDF6,Q6KF10,
FBXO32,Q969P5,
FOXO3,O43524,"2K86,2LQH,2LQI,2UZK,6MNL,7V9B"
SCN5A,Q14524,"2KBI,2L53,4DCK,4DJC,4JQ0,4OVN,5DBR,6LQA,6MUD,7DTC,7L83"
CD40LG,P29965,"1ALY,1I9R,3LKJ,3QD6,6BRB,6W9G,7SGM"
ACVR1B,P36896,"7MRZ,7OLY"
TFRC,P02786,"1CX8,1DE4,1SUV,2NSU,3KAS,3S9L,3S9M,3S9N,6D03,6D04,6D05,6GSR,6H5I,6OKD,6W3H,6WRV,6WRW,6WRX,6Y76,7ZQS,8P0Z"
PLD2,O14939,"6OHM,6OHO,6OHP,6OHQ,6OHS,7SVP"
GZMB,P10144,"1FQ3,1IAU"
MTM1,Q13496,
TLR4,O00206,"2Z62,2Z63,2Z65,2Z66,3FXI,3UL7,3UL8,3UL9,3ULA,4G8A,5NAM,5NAO,8WO1,8WTA"
INSRR,P14616,"7PL4,7TYJ,7TYK,7TYM"
RET,P07949,"2IVS,2IVT,2IVU,2IVV,2X2K,2X2L,2X2M,2X2U,4CKI,4CKJ,4UX8,5AMN,5FM2,5FM3,6FEK,6GL7,6I82,6I83,6NE7,6NEC,6NJA,6Q2J,6Q2N,6Q2O,6Q2R,6Q2S,6VHG,7DU8,7DU9,7DUA,7JU5,7JU6,7NZN,7RUN"
FBXW7,Q969H0,"2OVP,2OVQ,2OVR,5IBK,5V4B,7T1Y,7T1Z"
CSF2,P04141,"1CSG,2GMF,4NKQ,4RS1,5C7X,5D70,5D71,5D72,6BFQ,6BFS"
ROS1,P08922,"3ZBF,4UXL,7Z5W,7Z5X"
MYF5,P13349,"7Z5I,7Z5K"
WNT7A,O00755,"4UZQ,8TZO,8TZP"
