Symbol,Uniprot,PDB-ID
PARP1,P09874,6VKQ
PARP1,P09874,6XVW
PARP1,P09874,7AAA
PARP1,P09874,7AAB
PARP1,P09874,7AAC
PARP1,P09874,7AAD
PARP1,P09874,7CMW
PARP1,P09874,7KK2
PARP1,P09874,7KK3
PARP1,P09874,7KK4
PARP1,P09874,7KK5
PARP1,P09874,7KK6
PARP1,P09874,7ONR
PARP1,P09874,7ONS
PARP1,P09874,7ONT
PARP1,P09874,7S68
PARP1,P09874,7S6H
PARP1,P09874,7S6M
PARP1,P09874,7S81
PARP1,P09874,7SCY
PARP1,P09874,7SCZ
PARP1,P09874,8FYY
PARP1,P09874,8FYZ
PARP1,P09874,8FZ1
PARP1,P09874,8G0H
PARP1,P09874,8HE7
PARP1,P09874,8HLR
PARP1,P09874,8JNZ
PARP1,P09874,8U4W
RPS6KB1,P23443,3A60
RPS6KB1,P23443,3A61
RPS6KB1,P23443,3A62
RPS6KB1,P23443,3WE4
RPS6KB1,P23443,3WF5
RPS6KB1,P23443,3WF6
RPS6KB1,P23443,3WF7
RPS6KB1,P23443,3WF8
RPS6KB1,P23443,3WF9
RPS6KB1,P23443,4L3J
RPS6KB1,P23443,4L3L
RPS6KB1,P23443,4L42
RPS6KB1,P23443,4L43
RPS6KB1,P23443,4L44
RPS6KB1,P23443,4L45
RPS6KB1,P23443,4L46
RPS6KB1,P23443,4RLO
RPS6KB1,P23443,4RLP
RPS6KB1,P23443,5WBH
RPS6KB1,P23443,5WBK
RPS6KB1,P23443,7N91
RPS6KB1,P23443,7N93
ANGPT2,O15123,1Z3S
ANGPT2,O15123,1Z3U
ANGPT2,O15123,2GY7
ANGPT2,O15123,4JZC
ANGPT2,O15123,4ZFG
ADRB1,P08588,2LSQ
ADRB1,P08588,7BTS
ADRB1,P08588,7BU6
ADRB1,P08588,7BU7
ADRB1,P08588,7BVQ
PPARGC1A,Q9UBK2,1XB7
PPARGC1A,Q9UBK2,3B1M
PPARGC1A,Q9UBK2,3CS8
PPARGC1A,Q9UBK2,3D24
PPARGC1A,Q9UBK2,3U9Q
PPARGC1A,Q9UBK2,3V9T
PPARGC1A,Q9UBK2,3V9V
PPARGC1A,Q9UBK2,4QJR
PPARGC1A,Q9UBK2,4QK4
PPARGC1A,Q9UBK2,5Q0I
PPARGC1A,Q9UBK2,5TWO
PPARGC1A,Q9UBK2,5UNJ
PPARGC1A,Q9UBK2,5Z5S
PPARGC1A,Q9UBK2,5Z6S
PPARGC1A,Q9UBK2,6AD9
PPARGC1A,Q9UBK2,6FZF
PPARGC1A,Q9UBK2,6FZP
PPARGC1A,Q9UBK2,6IZM
PPARGC1A,Q9UBK2,6IZN
PPARGC1A,Q9UBK2,6K0T
PPARGC1A,Q9UBK2,6KXX
PPARGC1A,Q9UBK2,6KXY
PPARGC1A,Q9UBK2,6LN4
PPARGC1A,Q9UBK2,6MS7
PPARGC1A,Q9UBK2,6NWK
PPARGC1A,Q9UBK2,6NWL
PPARGC1A,Q9UBK2,6T1V
PPARGC1A,Q9UBK2,6W9K
PPARGC1A,Q9UBK2,6W9L
PPARGC1A,Q9UBK2,7E2E
PPARGC1A,Q9UBK2,7KHT
PPARGC1A,Q9UBK2,7PRV
PPARGC1A,Q9UBK2,7PRW
PPARGC1A,Q9UBK2,7PRX
PPARGC1A,Q9UBK2,8BF1
PPARGC1A,Q9UBK2,8DK4
PPARGC1A,Q9UBK2,9F7W
PPARGC1A,Q9UBK2,9F7X
TNNI3,P19429,1J1D
TNNI3,P19429,1J1E
TNNI3,P19429,1LXF
TNNI3,P19429,1MXL
TNNI3,P19429,1OZS
TNNI3,P19429,2KGB
TNNI3,P19429,2KRD
TNNI3,P19429,2L1R
TNNI3,P19429,2MZP
TNNI3,P19429,2N7L
TNNI3,P19429,4Y99
TNNI3,P19429,5VLN
TNNI3,P19429,5W88
TNNI3,P19429,5WCL
TNNI3,P19429,6KN7
TNNI3,P19429,6KN8
TNNI3,P19429,6MV3
TNNI3,P19429,7JGI
TNNI3,P19429,7SC2
TNNI3,P19429,7SC3
TNNI3,P19429,7SUP
TNNI3,P19429,7SVC
TNNI3,P19429,7SWG
TNNI3,P19429,7SWI
TNNI3,P19429,7SXC
TNNI3,P19429,7SXD
TNNI3,P19429,7UH9
TNNI3,P19429,7UHA
TNNI3,P19429,7UTI
TNNI3,P19429,7UTL
TNNI3,P19429,8DZV
TNNI3,P19429,8FMM
TNNI3,P19429,8FMN
TNNI3,P19429,8FMO
TNNI3,P19429,8FMP
TNNI3,P19429,8FMQ
TNNI3,P19429,8FMR
TNNI3,P19429,8FMS
TNNI3,P19429,8FMT
FGFR2,P21802,1DJS
FGFR2,P21802,1E0O
FGFR2,P21802,1EV2
FGFR2,P21802,1GJO
FGFR2,P21802,1II4
FGFR2,P21802,1IIL
FGFR2,P21802,1NUN
FGFR2,P21802,1OEC
FGFR2,P21802,1WVZ
FGFR2,P21802,2FDB
FGFR2,P21802,2PSQ
FGFR2,P21802,2PVF
FGFR2,P21802,2PVY
FGFR2,P21802,2PWL
FGFR2,P21802,2PY3
FGFR2,P21802,2PZ5
FGFR2,P21802,2PZP
FGFR2,P21802,2PZR
FGFR2,P21802,2Q0B
FGFR2,P21802,3B2T
FGFR2,P21802,3CAF
FGFR2,P21802,3CLY
FGFR2,P21802,3CU1
FGFR2,P21802,3DAR
FGFR2,P21802,3EUU
FGFR2,P21802,3OJ2
FGFR2,P21802,3OJM
FGFR2,P21802,3RI1
FGFR2,P21802,4J23
FGFR2,P21802,4J95
FGFR2,P21802,4J96
FGFR2,P21802,4J97
FGFR2,P21802,4J98
FGFR2,P21802,4J99
FGFR2,P21802,4WV1
FGFR2,P21802,5EG3
FGFR2,P21802,5UGL
FGFR2,P21802,5UGX
FGFR2,P21802,5UHN
FGFR2,P21802,5UI0
FGFR2,P21802,6AGX
FGFR2,P21802,6LVK
FGFR2,P21802,6LVL
FGFR2,P21802,6V6Q
FGFR2,P21802,7KIA
FGFR2,P21802,7KIE
FGFR2,P21802,7OZY
FGFR2,P21802,8E1X
FGFR2,P21802,8H75
FGFR2,P21802,8STG
FGFR2,P21802,8SWE
FGFR2,P21802,8U1F
ADIPOQ,Q15848,4DOU
ADIPOQ,Q15848,6U66
ADIPOQ,Q15848,6U6N
CCK,P06307,7EZH
CCK,P06307,7EZK
CCK,P06307,7EZM
CCK,P06307,7MBX
CCK,P06307,7MBY
CCK,P06307,7XOU
CCK,P06307,8IA7
CCK,P06307,9BKJ
CCK,P06307,9BKK
STAT3,P40763,5AX3
STAT3,P40763,5U5S
STAT3,P40763,6NJS
STAT3,P40763,6NUQ
STAT3,P40763,6QHD
STAT3,P40763,6TLC
ESR2,Q92731,1L2J
ESR2,Q92731,1NDE
ESR2,Q92731,1QKM
ESR2,Q92731,1U3Q
ESR2,Q92731,1U3R
ESR2,Q92731,1U3S
ESR2,Q92731,1U9E
ESR2,Q92731,1X76
ESR2,Q92731,1X78
ESR2,Q92731,1X7B
ESR2,Q92731,1X7J
ESR2,Q92731,1YY4
ESR2,Q92731,1YYE
ESR2,Q92731,1ZAF
ESR2,Q92731,2FSZ
ESR2,Q92731,2GIU
ESR2,Q92731,2I0G
ESR2,Q92731,2JJ3
ESR2,Q92731,2NV7
ESR2,Q92731,2QTU
ESR2,Q92731,2YJD
ESR2,Q92731,2YLY
ESR2,Q92731,2Z4B
ESR2,Q92731,3OLL
ESR2,Q92731,3OLS
ESR2,Q92731,3OMO
ESR2,Q92731,3OMP
ESR2,Q92731,3OMQ
ESR2,Q92731,4J24
ESR2,Q92731,4J26
ESR2,Q92731,4ZI1
ESR2,Q92731,5TOA
ESR2,Q92731,7XVY
ESR2,Q92731,7XVZ
ESR2,Q92731,7XWP
ESR2,Q92731,7XWQ
ESR2,Q92731,7XWR
ACVR2B,Q13705,2H62
ACVR2B,Q13705,2QLU
ACVR2B,Q13705,4FAO
ACVR2B,Q13705,5NGV
ACVR2B,Q13705,5NHR
ACVR2B,Q13705,7MRZ
ACVR2B,Q13705,7OLY
MDM2,Q00987,1RV1
MDM2,Q00987,1T4E
MDM2,Q00987,1T4F
MDM2,Q00987,1YCR
MDM2,Q00987,1Z1M
MDM2,Q00987,2AXI
MDM2,Q00987,2C6A
MDM2,Q00987,2C6B
MDM2,Q00987,2F1Y
MDM2,Q00987,2FOP
MDM2,Q00987,2GV2
MDM2,Q00987,2HDP
MDM2,Q00987,2LZG
MDM2,Q00987,2M86
MDM2,Q00987,2MPS
MDM2,Q00987,2RUH
MDM2,Q00987,2VJE
MDM2,Q00987,2VJF
MDM2,Q00987,3EQS
MDM2,Q00987,3G03
MDM2,Q00987,3IUX
MDM2,Q00987,3IWY
MDM2,Q00987,3JZK
MDM2,Q00987,3JZR
MDM2,Q00987,3JZS
MDM2,Q00987,3LBK
MDM2,Q00987,3LBL
MDM2,Q00987,3LNJ
MDM2,Q00987,3LNZ
MDM2,Q00987,3MQS
MDM2,Q00987,3TJ2
MDM2,Q00987,3TPX
MDM2,Q00987,3TU1
MDM2,Q00987,3V3B
MDM2,Q00987,3VBG
MDM2,Q00987,3VZV
MDM2,Q00987,3W69
MDM2,Q00987,4DIJ
MDM2,Q00987,4ERE
MDM2,Q00987,4ERF
MDM2,Q00987,4HBM
MDM2,Q00987,4HFZ
MDM2,Q00987,4HG7
MDM2,Q00987,4JV7
MDM2,Q00987,4JV9
MDM2,Q00987,4JVE
MDM2,Q00987,4JVR
MDM2,Q00987,4JWR
MDM2,Q00987,4MDN
MDM2,Q00987,4MDQ
MDM2,Q00987,4OAS
MDM2,Q00987,4OBA
MDM2,Q00987,4OCC
MDM2,Q00987,4ODE
MDM2,Q00987,4ODF
MDM2,Q00987,4OGN
MDM2,Q00987,4OGT
MDM2,Q00987,4OGV
MDM2,Q00987,4OQ3
MDM2,Q00987,4QO4
MDM2,Q00987,4QOC
MDM2,Q00987,4UD7
MDM2,Q00987,4UE1
MDM2,Q00987,4UMN
MDM2,Q00987,4WT2
MDM2,Q00987,4XXB
MDM2,Q00987,4ZFI
MDM2,Q00987,4ZGK
MDM2,Q00987,4ZYC
MDM2,Q00987,4ZYF
MDM2,Q00987,4ZYI
MDM2,Q00987,5AFG
MDM2,Q00987,5C5A
MDM2,Q00987,5HMH
MDM2,Q00987,5HMI
MDM2,Q00987,5HMK
MDM2,Q00987,5J7F
MDM2,Q00987,5J7G
MDM2,Q00987,5LAV
MDM2,Q00987,5LAW
MDM2,Q00987,5LAY
MDM2,Q00987,5LAZ
MDM2,Q00987,5LN2
MDM2,Q00987,5MNJ
MDM2,Q00987,5OAI
MDM2,Q00987,5OC8
MDM2,Q00987,5SWK
MDM2,Q00987,5TRF
MDM2,Q00987,5UMM
MDM2,Q00987,5VK0
MDM2,Q00987,5WTS
MDM2,Q00987,5XXK
MDM2,Q00987,5Z02
MDM2,Q00987,5ZXF
MDM2,Q00987,6AAW
MDM2,Q00987,6GGN
MDM2,Q00987,6H22
MDM2,Q00987,6HFA
MDM2,Q00987,6I29
MDM2,Q00987,6I3S
MDM2,Q00987,6IM9
MDM2,Q00987,6KZU
MDM2,Q00987,6Q96
MDM2,Q00987,6Q9H
MDM2,Q00987,6Q9L
MDM2,Q00987,6Q9O
MDM2,Q00987,6SQO
MDM2,Q00987,6T2D
MDM2,Q00987,6T2E
MDM2,Q00987,6T2F
MDM2,Q00987,6Y4Q
MDM2,Q00987,6YR6
MDM2,Q00987,7AD0
MDM2,Q00987,7AI0
MDM2,Q00987,7AI1
MDM2,Q00987,7AYE
MDM2,Q00987,7BIR
MDM2,Q00987,7BIT
MDM2,Q00987,7BIV
MDM2,Q00987,7BJ0
MDM2,Q00987,7BJ6
MDM2,Q00987,7BMG
MDM2,Q00987,7KJM
MDM2,Q00987,7NA1
MDM2,Q00987,7NA2
MDM2,Q00987,7NA3
MDM2,Q00987,7NA4
MDM2,Q00987,7NUS
MDM2,Q00987,7QDQ
MDM2,Q00987,8AEU
MDM2,Q00987,8BGU
MDM2,Q00987,8EI9
MDM2,Q00987,8EIA
MDM2,Q00987,8EIB
MDM2,Q00987,8EIC
MDM2,Q00987,8F0Z
MDM2,Q00987,8F10
MDM2,Q00987,8F12
MDM2,Q00987,8F13
MDM2,Q00987,8J81
MDM2,Q00987,8P0D
SHH,Q15465,3HO5
SHH,Q15465,3M1N
SHH,Q15465,3MXW
SHH,Q15465,6DMY
SHH,Q15465,6E1H
SHH,Q15465,6N7G
SHH,Q15465,6N7H
SHH,Q15465,6N7K
SHH,Q15465,6OEV
SHH,Q15465,6PJV
SHH,Q15465,6RMG
SHH,Q15465,6RVD
SHH,Q15465,7E2I
SHH,Q15465,7MHZ
SHH,Q15465,7RHQ
SHH,Q15465,7URF
NTS,P30990,2LNE
NTS,P30990,2LNF
NTS,P30990,2LNG
NTS,P30990,2LYW
NTS,P30990,2OYV
NTS,P30990,2OYW
NTS,P30990,3F6K
NTS,P30990,4PO7
NTS,P30990,5LUZ
NTS,P30990,6UP7
CASP3,P42574,1CP3
CASP3,P42574,1GFW
CASP3,P42574,1I3O
CASP3,P42574,1NME
CASP3,P42574,1NMQ
CASP3,P42574,1NMS
CASP3,P42574,1PAU
CASP3,P42574,1QX3
CASP3,P42574,1RE1
CASP3,P42574,1RHJ
CASP3,P42574,1RHK
CASP3,P42574,1RHM
CASP3,P42574,1RHQ
CASP3,P42574,1RHR
CASP3,P42574,1RHU
CASP3,P42574,2C1E
CASP3,P42574,2C2K
CASP3,P42574,2C2M
CASP3,P42574,2C2O
CASP3,P42574,2CDR
CASP3,P42574,2CJX
CASP3,P42574,2CJY
CASP3,P42574,2CNK
CASP3,P42574,2CNL
CASP3,P42574,2CNN
CASP3,P42574,2CNO
CASP3,P42574,2DKO
CASP3,P42574,2H5I
CASP3,P42574,2H5J
CASP3,P42574,2H65
CASP3,P42574,2J30
CASP3,P42574,2J31
CASP3,P42574,2J32
CASP3,P42574,2J33
CASP3,P42574,2XYG
CASP3,P42574,2XYH
CASP3,P42574,2XYP
CASP3,P42574,2XZD
CASP3,P42574,2XZT
CASP3,P42574,2Y0B
CASP3,P42574,3DEH
CASP3,P42574,3DEI
CASP3,P42574,3DEJ
CASP3,P42574,3DEK
CASP3,P42574,3EDQ
CASP3,P42574,3GJQ
CASP3,P42574,3GJR
CASP3,P42574,3GJS
CASP3,P42574,3GJT
CASP3,P42574,3H0E
CASP3,P42574,3ITN
CASP3,P42574,3KJF
CASP3,P42574,3PCX
CASP3,P42574,3PD0
CASP3,P42574,3PD1
CASP3,P42574,4DCJ
CASP3,P42574,4DCO
CASP3,P42574,4DCP
CASP3,P42574,4EHA
CASP3,P42574,4EHD
CASP3,P42574,4EHF
CASP3,P42574,4EHH
CASP3,P42574,4EHK
CASP3,P42574,4EHL
CASP3,P42574,4EHN
CASP3,P42574,4JJE
CASP3,P42574,4JQY
CASP3,P42574,4JQZ
CASP3,P42574,4JR0
CASP3,P42574,4PRY
CASP3,P42574,4PS0
CASP3,P42574,4QTX
CASP3,P42574,4QTY
CASP3,P42574,4QU0
CASP3,P42574,4QU5
CASP3,P42574,4QU8
CASP3,P42574,4QU9
CASP3,P42574,4QUA
CASP3,P42574,4QUB
CASP3,P42574,4QUD
CASP3,P42574,4QUE
CASP3,P42574,4QUG
CASP3,P42574,4QUH
CASP3,P42574,4QUI
CASP3,P42574,4QUJ
CASP3,P42574,4QUL
CASP3,P42574,5I9B
CASP3,P42574,5I9T
CASP3,P42574,5IAB
CASP3,P42574,5IAE
CASP3,P42574,5IAG
CASP3,P42574,5IAJ
CASP3,P42574,5IAK
CASP3,P42574,5IAN
CASP3,P42574,5IAR
CASP3,P42574,5IAS
CASP3,P42574,5IBC
CASP3,P42574,5IBP
CASP3,P42574,5IBR
CASP3,P42574,5IC4
CASP3,P42574,7XN4
CASP3,P42574,7XN5
CASP3,P42574,7XN6
BDNF,P23560,1B8M
BDNF,P23560,1BND
CBLB,Q13191,2AK5
CBLB,Q13191,2BZ8
CBLB,Q13191,2DO6
CBLB,Q13191,2J6F
CBLB,Q13191,2JNH
CBLB,Q13191,2LDR
CBLB,Q13191,2OOA
CBLB,Q13191,2OOB
CBLB,Q13191,3PFV
CBLB,Q13191,3VGO
CBLB,Q13191,3ZNI
CBLB,Q13191,8GCY
CBLB,Q13191,8QNG
CBLB,Q13191,8QNH
CBLB,Q13191,8QNI
CBLB,Q13191,8QTG
CBLB,Q13191,8QTH
CBLB,Q13191,8QTJ
CBLB,Q13191,8QTK
CBLB,Q13191,8VW4
CBLB,Q13191,8VW5
CBLB,Q13191,9FQH
CBLB,Q13191,9FQI
CBLB,Q13191,9FQJ
PECAM1,P16284,2KY5
PECAM1,P16284,5C14
PECAM1,P16284,5GNI
MSTN,O14793,5F3B
MSTN,O14793,5F3H
MSTN,O14793,5NTU
MSTN,O14793,5NXS
MSTN,O14793,6UMX
RYR2,Q92736,4JKQ
RYR2,Q92736,6Y4O
RYR2,Q92736,6Y4P
RYR2,Q92736,7KL5
RYR2,Q92736,7U9Q
RYR2,Q92736,7U9R
RYR2,Q92736,7U9T
RYR2,Q92736,7U9X
RYR2,Q92736,7U9Z
RYR2,Q92736,7UA1
RYR2,Q92736,7UA3
RYR2,Q92736,7UA4
RYR2,Q92736,7UA5
RYR2,Q92736,7UA9
RYR2,Q92736,8UQ2
RYR2,Q92736,8UQ3
RYR2,Q92736,8UQ4
RYR2,Q92736,8UQ5
RYR2,Q92736,8UXC
RYR2,Q92736,8UXE
RYR2,Q92736,8UXF
RYR2,Q92736,8UXG
RYR2,Q92736,8UXH
RYR2,Q92736,8UXI
RYR2,Q92736,8UXL
RYR2,Q92736,8UXM
TNS2,Q63HR2,2DKQ
TNS2,Q63HR2,2KNO
TNS2,Q63HR2,2L6K
TNS2,Q63HR2,2LOZ
TNS2,Q63HR2,3HQC
GDNF,P39905,2V5E
GDNF,P39905,3FUB
GDNF,P39905,4UX8
GDNF,P39905,6Q2N
PPARG,P37231,1FM6
PPARG,P37231,1FM9
PPARG,P37231,1I7I
PPARG,P37231,1K74
PPARG,P37231,1KNU
PPARG,P37231,1NYX
PPARG,P37231,1PRG
PPARG,P37231,1RDT
PPARG,P37231,1WM0
PPARG,P37231,1ZEO
PPARG,P37231,1ZGY
PPARG,P37231,2ATH
PPARG,P37231,2F4B
PPARG,P37231,2FVJ
PPARG,P37231,2G0G
PPARG,P37231,2G0H
PPARG,P37231,2GTK
PPARG,P37231,2HFP
PPARG,P37231,2HWQ
PPARG,P37231,2HWR
PPARG,P37231,2I4J
PPARG,P37231,2I4P
PPARG,P37231,2I4Z
PPARG,P37231,2OM9
PPARG,P37231,2P4Y
PPARG,P37231,2POB
PPARG,P37231,2PRG
PPARG,P37231,2Q59
PPARG,P37231,2Q5P
PPARG,P37231,2Q5S
PPARG,P37231,2Q61
PPARG,P37231,2Q6R
PPARG,P37231,2Q6S
PPARG,P37231,2Q8S
PPARG,P37231,2QMV
PPARG,P37231,2VSR
PPARG,P37231,2VST
PPARG,P37231,2VV0
PPARG,P37231,2VV1
PPARG,P37231,2VV2
PPARG,P37231,2VV3
PPARG,P37231,2VV4
PPARG,P37231,2XKW
PPARG,P37231,2YFE
PPARG,P37231,2ZK0
PPARG,P37231,2ZK1
PPARG,P37231,2ZK2
PPARG,P37231,2ZK3
PPARG,P37231,2ZK4
PPARG,P37231,2ZK5
PPARG,P37231,2ZK6
PPARG,P37231,2ZNO
PPARG,P37231,2ZVT
PPARG,P37231,3ADS
PPARG,P37231,3ADT
PPARG,P37231,3ADU
PPARG,P37231,3ADV
PPARG,P37231,3ADW
PPARG,P37231,3ADX
PPARG,P37231,3AN3
PPARG,P37231,3AN4
PPARG,P37231,3B0Q
PPARG,P37231,3B0R
PPARG,P37231,3B1M
PPARG,P37231,3B3K
PPARG,P37231,3BC5
PPARG,P37231,3CDP
PPARG,P37231,3CDS
PPARG,P37231,3CS8
PPARG,P37231,3CWD
PPARG,P37231,3D6D
PPARG,P37231,3DZU
PPARG,P37231,3DZY
PPARG,P37231,3E00
PPARG,P37231,3ET0
PPARG,P37231,3ET3
PPARG,P37231,3FEJ
PPARG,P37231,3FUR
PPARG,P37231,3G9E
PPARG,P37231,3GBK
PPARG,P37231,3H0A
PPARG,P37231,3HO0
PPARG,P37231,3HOD
PPARG,P37231,3IA6
PPARG,P37231,3K8S
PPARG,P37231,3KMG
PPARG,P37231,3LMP
PPARG,P37231,3NOA
PPARG,P37231,3OSI
PPARG,P37231,3OSW
PPARG,P37231,3PBA
PPARG,P37231,3PO9
PPARG,P37231,3PRG
PPARG,P37231,3QT0
PPARG,P37231,3R5N
PPARG,P37231,3R8A
PPARG,P37231,3R8I
PPARG,P37231,3S9S
PPARG,P37231,3SZ1
PPARG,P37231,3T03
PPARG,P37231,3TY0
PPARG,P37231,3U9Q
PPARG,P37231,3V9T
PPARG,P37231,3V9V
PPARG,P37231,3V9Y
PPARG,P37231,3VJH
PPARG,P37231,3VJI
PPARG,P37231,3VN2
PPARG,P37231,3VSO
PPARG,P37231,3VSP
PPARG,P37231,3WJ4
PPARG,P37231,3WJ5
PPARG,P37231,3WMH
PPARG,P37231,3X1H
PPARG,P37231,3X1I
PPARG,P37231,4A4V
PPARG,P37231,4A4W
PPARG,P37231,4CI5
PPARG,P37231,4E4K
PPARG,P37231,4E4Q
PPARG,P37231,4EM9
PPARG,P37231,4EMA
PPARG,P37231,4F9M
PPARG,P37231,4FGY
PPARG,P37231,4HEE
PPARG,P37231,4JAZ
PPARG,P37231,4JL4
PPARG,P37231,4L96
PPARG,P37231,4L98
PPARG,P37231,4O8F
PPARG,P37231,4OJ4
PPARG,P37231,4PRG
PPARG,P37231,4PVU
PPARG,P37231,4PWL
PPARG,P37231,4R06
PPARG,P37231,4R2U
PPARG,P37231,4R6S
PPARG,P37231,4XLD
PPARG,P37231,4XTA
PPARG,P37231,4XUH
PPARG,P37231,4XUM
PPARG,P37231,4Y29
PPARG,P37231,4YT1
PPARG,P37231,5AZV
PPARG,P37231,5DSH
PPARG,P37231,5DV3
PPARG,P37231,5DV6
PPARG,P37231,5DV8
PPARG,P37231,5DVC
PPARG,P37231,5DWL
PPARG,P37231,5F9B
PPARG,P37231,5GTN
PPARG,P37231,5GTO
PPARG,P37231,5GTP
PPARG,P37231,5HZC
PPARG,P37231,5JI0
PPARG,P37231,5LSG
PPARG,P37231,5TTO
PPARG,P37231,5TWO
PPARG,P37231,5U5L
PPARG,P37231,5UGM
PPARG,P37231,5WQX
PPARG,P37231,5WR0
PPARG,P37231,5WR1
PPARG,P37231,5Y2O
PPARG,P37231,5Y2T
PPARG,P37231,5YCN
PPARG,P37231,5YCP
PPARG,P37231,5Z5S
PPARG,P37231,5Z6S
PPARG,P37231,6AD9
PPARG,P37231,6AN1
PPARG,P37231,6AUG
PPARG,P37231,6AVI
PPARG,P37231,6C1I
PPARG,P37231,6C5Q
PPARG,P37231,6C5T
PPARG,P37231,6D3E
PPARG,P37231,6D8X
PPARG,P37231,6D94
PPARG,P37231,6DBH
PPARG,P37231,6DCU
PPARG,P37231,6DGL
PPARG,P37231,6DGO
PPARG,P37231,6DGP
PPARG,P37231,6DGQ
PPARG,P37231,6DGR
PPARG,P37231,6DH9
PPARG,P37231,6DHA
PPARG,P37231,6E5A
PPARG,P37231,6ENQ
PPARG,P37231,6F2L
PPARG,P37231,6FZF
PPARG,P37231,6FZG
PPARG,P37231,6FZJ
PPARG,P37231,6FZP
PPARG,P37231,6FZY
PPARG,P37231,6ICJ
PPARG,P37231,6IJR
PPARG,P37231,6IJS
PPARG,P37231,6ILQ
PPARG,P37231,6IZM
PPARG,P37231,6IZN
PPARG,P37231,6JEY
PPARG,P37231,6JF0
PPARG,P37231,6JQ7
PPARG,P37231,6K0T
PPARG,P37231,6KTM
PPARG,P37231,6KTN
PPARG,P37231,6L89
PPARG,P37231,6L8B
PPARG,P37231,6MCZ
PPARG,P37231,6MD0
PPARG,P37231,6MD1
PPARG,P37231,6MD2
PPARG,P37231,6MD4
PPARG,P37231,6MS7
PPARG,P37231,6O67
PPARG,P37231,6O68
PPARG,P37231,6ONI
PPARG,P37231,6ONJ
PPARG,P37231,6PDZ
PPARG,P37231,6QJ5
PPARG,P37231,6T1S
PPARG,P37231,6T1V
PPARG,P37231,6T6B
PPARG,P37231,6T9C
PPARG,P37231,6TDC
PPARG,P37231,6TSG
PPARG,P37231,6VZL
PPARG,P37231,6VZM
PPARG,P37231,6VZN
PPARG,P37231,6VZO
PPARG,P37231,6Y3U
PPARG,P37231,6ZLY
PPARG,P37231,7A7H
PPARG,P37231,7AHJ
PPARG,P37231,7AWC
PPARG,P37231,7AWD
PPARG,P37231,7CXE
PPARG,P37231,7CXF
PPARG,P37231,7CXG
PPARG,P37231,7CXH
PPARG,P37231,7CXI
PPARG,P37231,7CXJ
PPARG,P37231,7CXK
PPARG,P37231,7CXL
PPARG,P37231,7E0A
PPARG,P37231,7E2O
PPARG,P37231,7EFQ
PPARG,P37231,7JQG
PPARG,P37231,7LOT
PPARG,P37231,7P4E
PPARG,P37231,7QB1
PPARG,P37231,7RLE
PPARG,P37231,7SQA
PPARG,P37231,7SQB
PPARG,P37231,7WGO
PPARG,P37231,7WGP
PPARG,P37231,7WGQ
PPARG,P37231,7WOX
PPARG,P37231,8ADF
PPARG,P37231,8AQM
PPARG,P37231,8AQN
PPARG,P37231,8ATY
PPARG,P37231,8ATZ
PPARG,P37231,8B8W
PPARG,P37231,8B8X
PPARG,P37231,8B8Y
PPARG,P37231,8B8Z
PPARG,P37231,8B90
PPARG,P37231,8B91
PPARG,P37231,8B92
PPARG,P37231,8B93
PPARG,P37231,8B94
PPARG,P37231,8B95
PPARG,P37231,8BF1
PPARG,P37231,8BF2
PPARG,P37231,8BFF
PPARG,P37231,8C0C
PPARG,P37231,8CPH
PPARG,P37231,8CPI
PPARG,P37231,8CPJ
PPARG,P37231,8DK4
PPARG,P37231,8DKN
PPARG,P37231,8DKV
PPARG,P37231,8DSY
PPARG,P37231,8DSZ
PPARG,P37231,8FHE
PPARG,P37231,8FHF
PPARG,P37231,8FHG
PPARG,P37231,8FKC
PPARG,P37231,8FKD
PPARG,P37231,8FKE
PPARG,P37231,8FKF
PPARG,P37231,8FKG
PPARG,P37231,8HHP
PPARG,P37231,8HHQ
PPARG,P37231,8HUM
PPARG,P37231,8HUP
PPARG,P37231,8PBO
PPARG,P37231,8SC9
PPARG,P37231,8U57
PPARG,P37231,8WFE
PPARG,P37231,8ZFN
PPARG,P37231,8ZFO
PPARG,P37231,8ZFP
PPARG,P37231,8ZFQ
PPARG,P37231,8ZFR
PPARG,P37231,8ZFS
PPARG,P37231,8ZFT
PPARG,P37231,9CK0
PPARG,P37231,9CWN
PPARG,P37231,9F7W
PPARG,P37231,9F7X
SOS1,Q07889,1AWE
SOS1,Q07889,1BKD
SOS1,Q07889,1DBH
SOS1,Q07889,1NVU
SOS1,Q07889,1NVV
SOS1,Q07889,1NVW
SOS1,Q07889,1NVX
SOS1,Q07889,1Q9C
SOS1,Q07889,1XD2
SOS1,Q07889,1XD4
SOS1,Q07889,1XDV
SOS1,Q07889,2II0
SOS1,Q07889,3KSY
SOS1,Q07889,4NYI
SOS1,Q07889,4NYJ
SOS1,Q07889,4NYM
SOS1,Q07889,4URU
SOS1,Q07889,4URV
SOS1,Q07889,4URW
SOS1,Q07889,4URX
SOS1,Q07889,4URY
SOS1,Q07889,4URZ
SOS1,Q07889,4US0
SOS1,Q07889,4US1
SOS1,Q07889,4US2
SOS1,Q07889,5OVD
SOS1,Q07889,5OVE
SOS1,Q07889,5OVF
SOS1,Q07889,5OVG
SOS1,Q07889,5OVH
SOS1,Q07889,5OVI
SOS1,Q07889,5WFO
SOS1,Q07889,5WFP
SOS1,Q07889,5WFQ
